Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
Boeing 777,Aeroflot Russian Airlines,Business Class,Apr-17,11th June 2017,4,5,4,UnitedStates,9,yes,"Aeroflot uses new B777s on the JFK-SVO route, and business class cabin is very clean, featuring with new flat bed seats. The seats are comfortable enough, with a good leg room and a good width even with the 2x2x2 seat plan, six seats in a row. In compare with, for example, Finnair business class with fewer seats in a row, the Aeroflot B777 seats offer little less privacy, because they are closer to the aisle, but the width of the seat itself is good. Considering the lower price of the Aeroflot business class ticket, it's a very good deal. Nice detail: a pillowcase sealed in a plastic bag was included in the blanket/pillow set. The lunch menu with six courses: appetizer, entrée, salad, soup, choice of three main courses and dessert, I liked it very much.",New York to Moscow,4,5,aeroflot-russian-airlines,it's a very good deal,Couple Leisure,,5,0,1cdf7f61-c524-41eb-b331-b8dd4627fe51
,Aeroflot Russian Airlines,Economy Class,Apr-17,11th June 2017,2,3,1,India,3,no,Aeroflot is the worst airline I have ever traveled. Flew from Delhi to Stockholm via Moscow. The airline crew is not at all helpful and arrogant. The toilets are not clean. My seat for a 6 hour long journey was not firm and kept moving. I asked the crew to change the seat and they made excuses that the flight was full. I tried to be as respectful to the crew as possible. When transiting through Moscow for Europe - the short European sector they will just give a very poor snack which most often cold and non-vegetarian. Very bad experience overall.,Delhi to Stockholm via Moscow,1,1,aeroflot-russian-airlines,bad experience overall,Solo Leisure,,3,1,dea92ad8-4229-48a8-b79d-8dc13a0d1858
Boeing 737-800,Aeroflot Russian Airlines,Economy Class,May-17,23rd May 2017,0,5,5,Belgium,10,yes,Travelling a lot between EU and Moscow. Excellent service. Almost always on schedule. When I have the choice I always choose Aeroflot when travelling to Russia. Seats were more comfortable when Aeroflot was using the Airbus A320 for Brussels / Moscow flights and more space for legs in economy. No extra for food and drinks on medium range flights compare to competitors like Brussels Airlines. Very convenient daily overnight flight from Brussels (in addition to a day time flight) to avoid the (massive!) peak hours Moscow traffic jam.,Brussels to Moscow,4,5,aeroflot-russian-airlines,almost always on schedule,Business,,5,0,97006d9d-5615-4b6d-9b7a-d2a36d6473d3
,Air Astana,Business Class,,7th May 2012,0,0,0,Australia,9,yes,Bangkok to Almaty. Excellent flight friendly and helpful flight attendants. Cabin crews English is getting better and more than adequate for a foreigner travelling with them. Food was good but could have been a little better. Seats good - not quite a bed but allow you to stretch and sleep. Portable hand held entertainment units not so good compared with other airlines. I upgraded at airport and this represents excellent value. Pre-booked business class is not good value.,,0,0,air-astana,Air Astana customer review,,,4,0,b7af9fe9-4be0-442a-9b71-e7aa8b214ff4
,Air Astana,Economy Class,,24th April 2012,0,0,0,Kazakhstan,9,yes,ALA-AYT-ALA. Very polite and professional staff onboard. Excellent serving of special meals as ordered at booking and excellent care for children and aged passengers. I would recommend providing more toiletries (hand lotion combs etc). If possible please consider other supplier of noise-reducing earplugs those available in the passenger's pouch now don't reduce the noise and pressure discomfort in the cabin.,,0,0,air-astana,Air Astana customer review,,,4,0,8ea4f006-d951-4354-bdbf-3acc53b6a162
,Air Astana,Business Class,,4th April 2012,0,0,0,UnitedKingdom,9,yes,Excellent recent flights great selection from inflight service. Very friendly attentive and polite staff. Flights were on time and very comfortable good connections modern aircraft and all in all a great flying experience.,,0,0,air-astana,Air Astana customer review,,,4,0,255117f7-2044-4201-9c8f-9bb614c2aaee
,Air Astana,Business Class,,29th March 2012,0,0,0,Switzerland,9,yes,Four flights IST-ALA-TSE-ALA-KUL. All 4 were on time excellent service by cabin crew very good food and drink selection - both on domestic and international legs. Good seat comfort (cradle seats on shorter sectors angled lie flat on B767 to KUL). The only disappointment was the lounge in ALA which is basically a bar and you get a voucher for a soft drink plus a snack.,,0,0,air-astana,Air Astana customer review,,,4,0,abb105e5-c440-4004-ab02-72e9fceedcc6
,Air Astana,Business Class,,25th February 2012,0,0,0,UnitedKingdom,9,yes,Business class to Beijing return from Almaty. Service was good and staff friendly. Better food better wines even cold champagne now. Staff are the airlines asset. They are informative polite and helpful.,,0,0,air-astana,Air Astana customer review,,,4,0,effec296-1d86-4caa-ae6e-2b8de297df68
,Air Astana,Economy Class,,12th December 2011,0,0,0,UnitedKingdom,2,yes,Amsterdam to Atyrau return. Using Air Astana many times (not just this route) I have found the flights to be very expensive and often delayed due to technical issues or weather plus chaotic check-in staff! However the flight itself is well above average in food flight entertainment and service. Taking into account the experience from arriving at the airports plus the cost of the flight one would expect a smooth journey per se. Unfortunately this is not the case! Being a state airline and promoted as such there is a lot of room for improvement in this area.,,0,0,air-astana,Air Astana customer review,,,1,0,6637631c-d05b-4a07-a272-7eb4b76a2bf7
,Air Astana,Economy Class,,2nd October 2011,0,0,0,Australia,6,yes,Almaty-Astana return and Almaty-Abu Dhabi and all flights were fine. Check-in cabin service average food basic no delays. The Abu Dhabi flight was in an A320 though so entertainment and facilities were limited. It's like a lesser western airline but they do seem well-organised and have a good website. The only problem I had was caused by Etihad. I booked a codeshare through the Etihad website as it was the same price but included a bus to Dubai. However the bus departure time on my ticket did not exist and had never existed. I had to wait 3 hrs for a bus. If they had provided accurate information I would have made alternate arrangements.,,0,0,air-astana,Air Astana customer review,,,4,0,073ae4d1-f4ad-4611-8be5-5191fc3ea63d
E90,Aeromexico,Business Class,Feb-20,4th March 2020,1,1,5,France,6,yes,"Mexico City to Cancun. Fast automated check-in, good lounge, efficient boarding, on-time flights, comfortable seat. Very disappointing meal service. “Breakfast” turned to be nuts and a chocolate bar. Uneventful flight, and luggage quickly delivered on arrival. Frequent flyer miles not credited and had to complain.",Mexico City to Cancun,4,3,aeromexico,disappointing meal service,Family Leisure,Trip Verified,3,1,4f7fc133-5d2f-40f2-a990-bf5ee5cd0844
,Aeromexico,Economy Class,Mar-20,2nd March 2020,0,0,0,Canada,1,no,"Vancouver to Lima via Mexico City.  I bought a ticket 3 months before my flight. It said last ticket and I wanted to be on the same flight with my wife and mother inlaw. So buying it under impulse it was $1650.00. Then my wife paid another $500 to get upgraded seats so we can all sit together and we have a baby. So she decided to check online a week ago if there was any seats available on the same flight. And behold there were many. The price was $1200. Then my wife emailed customer service and they told her nothing they can do. She then decided to check our seats, and they never did upgrade them. So I called them. I was on the phone for an hour until I finally asked to speak to a supervisor. He said to check my email and they will upgrade our seats. I waited and no email. 3 days went by and still no email. So I called again. They looked into it and asked us for more money to upgrade the seats. I told them I'm not giving them anymore money. After 2 hrs of arguing with them, they finally gave us the seats. They wouldn't do anything to adjust the price. They wouldnt give us anything for their mistake. I was so stressed with this. We'll see if they even give us the seats that we paid for when we fly next week. I will never fly with them again, even if it's for free. They are the worst business ever.",Vancouver to Lima,0,0,aeromexico,never fly with them again,Family Leisure,Not Verified,1,0,99aa36cf-b0ab-4f08-9ec6-18140ef535ab
,Aeromexico,Economy Class,Feb-20,25th February 2020,3,1,1,Norway,1,no,"Amsterdam to Mexico City. This is the worst airline ever. The seats are tiny and you cant move at all and really hard. The good is awful and you get two small meals on a ten hour flight, and one glass of water. The staff is rude, unfriendly.",Amsterdam to Mexico City,1,1,aeromexico,the worst airline ever!,Couple Leisure,Not Verified,1,1,2b5775de-2622-42ca-924c-36b9459115f5
,Aeromexico,Economy Class,Feb-20,15th February 2020,0,0,0,UnitedStates,1,no,"Kansas City to Cancun. I booked through google flights and in the process somehow the dates of travel were changed. I booked the flight so I messed that up but I called the booking agency and they said they would take care of it. They tried to change my flight but Aeromexico wouldn't allow it. I reached out to Aeromexico and asked them to let me switch flights, they had open flights on the days that would work and I was happy to pay the increased fee for the new flights. The travel dates I needed were sooner than the booked flights and since they had open seats on the flights that would work I don't see any reason why they wouldn't have let me switch flights even if I was charged to do it. Their recommendation was to get on the plane anyway, knowing that it was after my work conference was over. Needless to say I won't select this airline again since now I'm going to pay for my ticket twice.",Kansas City to Cancun,0,0,aeromexico,I won't select this airline again,Business,Trip Verified,1,0,b5652bc3-6a8a-4979-b2dd-d29368eaa726
,Aeromexico,Economy Class,Feb-20,10th February 2020,1,1,1,UnitedStates,1,no,"San Francisco to Mexico City. Horrible customer service experience. Booked Aeromexico operated flight through Delta, and while seats showed as reserved on Delta's side, it was impossible to verify this on Aeromexico's system (the carrier actually operating the flight). Apparently, every time I logged into Aeromexico's website, it automatically erases my seat selection, which is insane. Therefore, I had no guarantee that the seats were actually reserved! Horrible customer experience in this day and age",San Francisco to Mexico City,1,1,aeromexico,Horrible customer experience,Couple Leisure,Not Verified,1,1,8c79934d-2978-487d-a499-3cd581d7fa21
,Aegean Airlines,Economy Class,Jul-19,8th July 2019,0,0,1,Romania,1,no,"Athens to Bucharest with Aegean Airlines. This company has services which go from bad to worse. Last year they were bad, now they are worst. Much worse. The tagging of the luggage was a never ending process with maximum bothering system, consisting in 3 different people from the Aegean trying to use scanners which were not working and redirecting us from one to the other. The process lasted long to infinite because we were seven persons in the group. Moreover, after that, when boarding the bus which lead to the plane, the personnel insisted in a more than aggressive voice and body language in us going into a very crowded bus in which there wasnt any room left for us. More than that, we explained that we could not separate the members of our group because we were 7 and not everyone was speaking english. They separated us nevertheless between two different buses and one of the passengers had a panic attack. We are very malcontent and disappointed with the attitude of the people working for this company with which we interacted during this flight. And the flight was 45 minutes late, of course, this could not have missed from the final picture!",Athens to Bucharest ,1,1,aegean-airlines,company has services which go from bad to worse,Family Leisure,Not Verified,1,0,8b02948e-afa4-4c01-a8bc-926ecf7849e1
,Aegean Airlines,Economy Class,Jun-19,29th June 2019,5,5,5,UnitedStates,10,yes,"After a nightmare experience with United (who rebooked us with their Star Alliance partner Aegean) including several delays, and cancellations, we arrived in Athens to no luggage, which was United's responsibility, not Aegean's. We dealt with United for four days trying to get our luggage from Newark to Athens. Eventually they told us to Taxi back to the airport and promised our luggage was there, a very kind supervisor came out and talked to us to explain the luggage was not, in fact, there. (We did not even ask for a supervisor.) He was very understanding and patient and asked us to trust him. At this point our time in Athens was over and we left the airport to board our cruise ship, thinking there was no way we'd ever get our luggage in the middle of the ocean. The next night there it was in our cabin when we opened the door! We couldn't believe it. The supervisor had gotten our luggage from Newark to Athens, then onto Santorini Island, where our Princess Cruise ship then transported it from the island and onto the ship and then to our room - all within a day. In all we went five days without luggage, but once Aegean was involved we had it within about a day, in a much more difficult route than it would have been for United to simply put it on the plane to Athens. Everyone was so compassionate and kind. But it didn't end there. Upon arriving home, I began the impossible task of dealing with United to receive compensation - they had told us to keep all receipts for the five days without luggage and we had. We spent hours on hold, hours on the phone, getting nowhere. Finally, based on the File Reference number (that I'd given them over and over and over) someone finally clued in and explained the International agreement that wherever you end up is who is responsible for the luggage. Wait, so we get to deal with Aegean again? Wonderful! I called and a kind man explained exactly what to do and gave me an email. In less than a day I got a response telling me exactly what to do to make a very easy process go smoothly. I've spent three weeks with United and got nowhere, while being treated rudely. In the last few days everything has been submitted to Aegean in a easy process with a kind person on the other end helping. We wouldn't have realized how amazing Aegean is had we not had such a bad experience through their sister airline, that only Aegean resolved, for them. Aegean went above and beyond, with every person we dealt with, they will be the first we use if at all possible.",Kansas City to Newark via Athens,5,5,aegean-airlines,Aegean went above and beyond,Couple Leisure,Trip Verified,5,5,020eaca8-f200-40cb-b121-dff1fa2ecad6
A320,Aegean Airlines,Business Class,Jun-19,28th June 2019,5,5,5,Germany,10,yes,"I had two wonderful flights on Aegean Airlines on June 18th and on June 27th between Dusseldorf and Athens. The cabin crew was excellent: They took care of each guest, they were on both segments present at all times with a natural smile and much kindness! I‘ve flown Aegean several times and they really deserve the top ranking. From check-in till baggage-delivery everything went totally smooth! An Airline with an outstanding standard of operation. Delicious meals with a Greek touch, Greek wines and spirits as well as Cappuccino and Espresso on demand! This is truly not common even in Business Class on flights within Europe these days.",Dusseldorf to Athens,5,5,aegean-airlines,had two wonderful flights,Solo Leisure,Trip Verified,5,5,c097e802-2824-4ccc-8af7-3a57386f43c8
,Aegean Airlines,Economy Class,Aug-18,26th June 2019,3,5,5,Spain,9,yes,Athens to Madrid. The perfect flight. They gave us breakfast for free in economy class. It was punctual and the staff very kind. The plane was new but it was like flying with an old airline because of the treatment of the staff.,Athens to Madrid,5,5,aegean-airlines,The perfect flight,Family Leisure,Trip Verified,4,1,ca41b93e-ddfa-4a3f-b831-6981b484f30b
A320,Aegean Airlines,Economy Class,Jun-19,25th June 2019,3,5,5,Ireland,9,yes,"Athens to Beirut. One of the nicest airlines I have ever flown! The staff were really professional and friendly, the seats were very comfortable and the food was delicious with a great selection of drinks. The seats were very comfortable and the atmosphere was very pleasant. I would give 10/10 if only the plane wasn't delayed twice. However, it was only 30 mins. Highly recommend!",Athens to Beirut,5,5,aegean-airlines,One of the nicest airlines,Solo Leisure,Trip Verified,5,3,e57d366f-55aa-47eb-8bd9-e8f700b354d5
,Aer Lingus,Economy Class,Feb-20,16th February 2020,0,0,5,Ireland,10,yes,Dublin to Chicago. Excellent customer service today from Leah on the Premium check-in desk. Her infectious good humour set us all up for a great start to our US holiday.,Dublin to Chicago,0,0,aer-lingus,Excellent customer service,Business,Trip Verified,3,0,208e9630-110c-4e35-a25f-0f6a9703d28b
,Aer Lingus,Economy Class,Feb-20,13th February 2020,4,2,2,UnitedKingdom,5,no,"London City to Philadelphia via Dublin. I had to take an emergency flight back to the states because my father passed away suddenly. I searched on skyscanner and Aer Lingus was the cheapest so I booked it. I am a disabled passenger so requested wheelchair service, as I cant walk or stand for very long. I did not however receive a wheelchair at any point of the journey. And I wasn't pointed in the right direction to get one.  I flew out of London city which is a small airport so I was able to make it through security and to the gate. When I got to Dublin I waited for everyone to leave from the plane before I did, as it's easier and less of a pain standing and waiting behind people. There was quite a long walk to get down the plane steps and into the baggage area to then find my way to my connecting flight. I noticed on the baggage belt there was a suitcase similar to mine, it was in fact my suitcase! They were supposed to have transferred it onto my next flight to Philadelphia. Luckily I had seen this because who knows if it would have made it there. Anyway after trying to find someone to take my luggage I noticed a desk and I explained the situation and said they'd personally make sure it made it onto my next flight Between my connecting flight I had to go through security again, which annoyed me. At security I hadn't put the tray on the belt straight so staff called me back to do it. It was very condescending, when she could have easily done it herself. Once on the plane, it was very spacious as I was lucky enough to have both seats next to me empty, which made the trip very pleasant. My flight home was easier than the trip I had there. I would like to warn people not to purchase the wifi. I have never had an issue purchasing wifi on a flight before but to spend £6/€6 on what I thought would last longer than a couple minutes, I think is disgusting (They confirmed it lasted 4.4mins) I have disputed this and they refuse to refund or do anything about my complaint. Also they ran out of the choice of food on the plane, con of sitting towards the back end of the plane I suppose, but I don't think this should happen. Landing in dublin, it was early hours of the morning I again struggled to get to my next gate. I walked for what seemed like miles without having the wheelchair assistance I had requested at the beginning of my booking. I finally made it to my gate after several rest breaks, and had a smooth ride back to London.",London City to Philadelphia via Dublin,3,4,aer-lingus,I did not receive a wheelchair,Solo Leisure,Trip Verified,4,1,3afd91d9-751a-4552-9f04-5f46dfcd4200
,Aer Lingus,Economy Class,Jan-20,30th January 2020,5,2,3,UnitedStates,7,yes,"Amsterdam to San Francisco via Dublin. I booked the airline on Skyscanner because it was $300 cheaper than others I found and was puzzled as to why it didn't show up on other sites like Travelocity. Afterwards, I checked reviews online and began getting worried as the common theme seemed to be that staff was horrible, planes were cramped, and they lose luggage often. With those images in my head I went to the airport in Amsterdam hoping for the best but expecting the worst. The staff at the counter was pleasant and although there are no boarding groups everyone got on the plane free from incident. The plane wasn't any more cramped than other budget airlines. After US preclearance in Dublin, I boarded a larger plane from there to San Francisco. The plane was about half full which gave us our pick of open seats and the flight attendants were surprisingly pleasant. In fact, one gave me an extra meal saying I ""looked like a growing lad"". Unfortunately, the food was terrible. I only had carry on baggage which was not scrutinized for its size. All that said,Aer Lingus like most other businesses gets reviewed based on whether the customer is lucky enough to get a happy crew or a grumpy one. My experience was quite pleasant and based on that I would recommend the airline.",Amsterdam to San Francisco via Dublin,3,4,aer-lingus,experience was quite pleasant,Solo Leisure,Trip Verified,4,5,4792d5ea-ef3a-400d-b137-fa0b93e1f362
,Aer Lingus,Economy Class,Jan-20,25th January 2020,0,0,1,UnitedStates,1,no,"I was flying from Frankfurt to Boston via Dublin. At the counter in Frankfurt I and about 20 other passengers were told by Aer Lingus staff that they would not check us in because Aer Lingus flights that day from Dublin into the US were cancelled. They did not give an explanation as to why although later I was told that it was 'operational problems'. We were sent to a separate desk with generic airport booking employees unrelated to Aer Lingus for rebooking. These airport people had to call the regular Aer Lingus hotlines in order to be able to rebook anyone, but these hotlines were busy for more than an hour, and the Aer Lingus people in those call center were only allowed to process 3 rebookings in a single call, drawing this whole process out unnecessarily. During this time the flight to Dublin had departed and the original Aer Lingus front desk people had disappeared. It took 3 hours until my rebooking was looked into, at which time most alternative transatlantic flight options for that day were gone. So were all the options with any of their partner airlines with which they allow free rebookings (of which there are few in the first place). So I was told to take a hotel and wait for a flight the next day.  I instead had to book a flight for the same day via British Airways via London on my own and had to pay over 2000EUR for that. Most of that money I now have as a loss, but at least according to EU regulation Aer Lingus owes me a compensation of 600EUR which would at least pay for a part of it. In phone calls and mail communication they have now started to claim that the flight had not been cancelled it had only been delayed and they don't owe me compensation. I checked the flight history on Flightaware and saw that EI0139 on 1/7 did indeed fly. The reason for this mess up I can't fathom. In any way, since they barred me from the flight, they owe me 600EUR regardless if the flight in the end would have been possible or not. While I'll eventually get the 600EUR, the time and money wasted so far both with the situation during the trip and dealing with them in the aftermath is enormous. And greatest is the disappointment with Aer Lingus. I have flow with them a couple of times and from those experiences had thought them to be a half way solid airline. But the level of disorganization that they have shown that morning in Frankfurt dwarfs anything I have ever seen before.",Frankfurt to Boston via Dublin ,0,0,aer-lingus,disorganization in Frankfurt,Solo Leisure,Trip Verified,1,0,8e30a851-2faa-46cf-99e4-6bd2605d96d1
A330-200,Air Berlin,Economy Class,Apr-16,29th April 2016,4,4,4,CzechRepublic,7,yes,"✅ , |  I flew Air Berlin from Vienna to Puerto Plata via Düsseldorf on 11th April, returning 23rd April 2016. The longer part of the flight was with A330-200, and not so much space for legs. The flight was on time, cabin crew okay. On the way to Puerto plata (9 hours) we got 2 hot meals and one snack, on the return flight (8hours overnight) we got a hot dinner and then breakfast and bottle of water. Drinks are served often. I was disappointed because we were not offered free headphones and got only cushion and blanket (no toothbrush, eye mask etc). Entertainment during the flight was okay (your own screen with movies, games etc), on the outbound flight the airshow didn´t work, which was unpleasant. All in all it was okay, but do not expect nothing special in economy class. I would fly with Air Berlin again.
",VIE to POP via DUS,3,4,air-berlin,would fly Air Berlin again,Family Leisure,,4,0,52cfc835-e9f6-47f5-be07-03bac0037401
,Air Berlin,Economy Class,Apr-16,16th April 2016,5,5,5,UnitedStates,10,yes,I flew with Air Berlin for the first time on Tuesday March 29th from Munich to Berlin. It was my first time flying with Air Berlin and I had nothing to complain about. Flight price was good. Cabin service was nice. They even served you beer and chips on a 45 minute flight and gave us chocolate as you exit the plane.,MUC to TXL,5,5,air-berlin,had nothing to complain about,Couple Leisure,,5,5,0e65cfdb-ae49-40a2-92a9-37edd4a21038
A330,Air Berlin,Business Class,Mar-16,6th April 2016,4,4,3,UnitedKingdom,9,yes,"Must say I was pleasantly surprised by Air Berlin. Boarding at Tegel is a little chaotic only because of no priority line (given the small airport/individual security at the gates). For some reason German efficiency never applies at security at any German airport, anywhere, but that's another matter. Boarding was easy and smooth and quickly given champagne. Didn't get to see the AB lounge at Tegel. For return used the American lounge at JFK-nothing special, but this is American/OneWorld in general. No arrivals facilities/showers though at Berlin. On both legs the cabin crew were outstanding: efficient service, but also fun/friendly people who clearly enjoyed their jobs, which is not what you typically get flying anymore. My only advice would be to try to be sure to get a window seat or the middle section if you have no one next to you; the aisle seats in their configuration (similar to Delta's) feel a bit exposed. The privacy in the seats I had was much better than lots of business class products I've flown recently. Overall I enjoyed Air Berlin better than BA, Delta or several other business classes I've flown transatlantic, but avoid Tegel for transit and avoid aisle seats.",TXL to JFK,5,5,air-berlin,cabin crew were outstanding,Business,,5,4,96dd4638-eae3-45cf-b5f7-87366b1c039c
A330,Air Berlin,Business Class,Mar-16,28th March 2016,2,4,3,UnitedStates,8,yes,"Chicago to Berlin with Air Berlin, and the experience was great. Seat comfort and flight service good, price for business was outstanding. Video entertainment limited, but not of great importance to me. I'm 6'3"" and lay flat seats were fine. I would avoid seats on the aisle as they have less privacy. Only issue was AirBerlin lounge was outside of the secure area at Berlin, so you could not linger to last moment because you still had immigration and security to pass thru.",ORD to TXL,4,5,air-berlin,the experience was great,Business,,4,0,88e237f0-d6b6-448a-a750-e945a371e2e5
A320,Air Berlin,Economy Class,Mar-16,26th March 2016,0,3,1,Canada,5,yes,"Stockholm to Zurich via Berlin on Air Berlin. Check-in at Stockholm was poorly organized. After waiting in line for 20 minutes I was told I could have used the priority lane because I had checked on line. There was no signage to indicate that was an option. Boarding was reasonably organized. On board, both aircraft had clean and well-kept interior. The service was basic but included a snack on both legs. Flights left and arrived on time but the transfer in Berlin was not as smooth as it required a change of terminal and the time allotted was barely enough. FA's warm and polite on the first leg but not so on the second. Disembarkation via bus in Berlin and in Zurich was annoying as there were several vacant air-bridges. It was an verge experience but I would probably use them again.",ARN to ZRH via TXL,3,3,air-berlin,probably use them again,Business,,3,0,9f5cbbad-a75e-4253-bc6d-143c0739f564
,Air China,Economy Class,Jul-19,6th July 2019,1,1,2,Germany,2,no,"Frankfurt to Jakarta via Beijing. Nightmare flight! For an affordable airline I was not expecting too much. Because of nationality (Brazilian living in Germany) I could not make the online check in. Therefore, I could not mark any option for special meal request, as I am allergic to sea food, I usually like to order the vegetarian meal to be on a safe side. My flights from Frankfurt - Beijing - Jakarta were fine. There was a long layover in Beijing and they offer free transit lounge use. I would like to highlight here that the ""propaganda"" in the website about the lounge is already misleading. You are limited to a dark and often noisy and crowded area. I ended up preferring to stay in the airport. But my flight back from Beijing to Frankfurt was a complete nightmare. The crew were serving sea food. I called the air attendants and told them that I have a really strong allergy and the smell was already causing an allergic reaction. I faced a completely unprepared and careless crew. They didn't let me to leave my sit and just gave me tissues! I told them several times that I just needed to find a place away from the smell. I had to stay there, barely breathing and feeling sick the whole flight. Additionally, the service is super slow, food is bad and entertainment options are limited. Never will fly again with them!",Frankfurt to Jakarta via Beijing,3,1,air-china,a complete nightmare,Solo Leisure,Trip Verified,2,0,5021c8cd-98c2-4076-b83e-0f9d918b9de4
,Air China,Economy Class,May-19,2nd July 2019,2,4,3,Japan,7,yes,"Tokyo Haneda to Rome via Beijing. I find this airline within average, with no substantial difference with more expensive carriers. The ticket price is the lowest overall, but service isn't as bad nonetheless. Sometimes on-board personnel have an overworked outlook. Food maybe not top of the class, but not bad either. Economy seats are economy seats, no much to be done about it. If I had to find a couple of minuses, one is the animosity of some passengers, and a second would be the rather limited choice of the IFE movies and TV shows (most are Chinese-only Chinese productions)",Tokyo Haneda to Rome via Beijing,3,3,air-china,find this airline within average,Couple Leisure,Trip Verified,5,0,9a868638-48dc-4020-9cc8-c1783d201717
,Air China,Premium Economy,Apr-19,26th June 2019,1,1,1,UnitedStates,1,no,"New York to Bangkok via Beijing. I've been traveling for years and this is the 1st and last time I will ever use them. I just got married and my husband and I planned a 2 month honeymoon to Asia. We purchased a round trip from JFK with a layover in Beijing before arriving in Bangkok. The return flight was from Hong Kong with layover in Beijing before landing in Newark, NJ. Our flight in April to Bangkok experienced multiple delays which caused us to miss our layover in Beijing by 5 minutes. We actually had a 75 mins layover in Beijing, but due to the delays, we and almost everyone else on our plane missed our transfers. They couldn't tell their other planes to wait 5-10 mins for everyone to make their flights?? Instead, we saw most of the fliers crowded around the Air China counter. Everyone had to get a temporary visa and herd onto their buses to spend a night in a disgusting, filthy motel because the next flights out were the following day. My husband and I missed our 1st night in Bangkok and of course weren't reimbursed in any way. Throughout the ordeal, we saw all of the passengers at the Air China counters and they, like us, were appalled and furious with their lack of customer service. They just don't care. Now for our flight returning back to NY from Hong Kong on 6/17. We received an email saying that Air China changed our flights so we called Chase Travel. We saw that they changed the planes, times and moved us from Premium Economy to Economy. Why? We paid the extra amount for Economy. Once on the phone with Chase, we selected another flight for 7:30AM that was Premium Economy. We even waited on the phone until we received the email confirmation from Chase for our new flights. So on 6/17 we get to HK airport to check in and they only have my husband's name and not mine. Air China said I was on a 11PM flight and that it was Chase's fault. That was not the case. My husband and I spent hours on the phone with Chase and Air China, and Air China were the ones to cancel my ticket (we have no idea why). Instead of just putting me on the 7:30AM flight, they kept my husband on hold for 50 minutes, then finally told him that they could change his flight for $4000 to be with me for the 11PM. How does that make sense? Why are we being punished for Air China's mistake? They changed our flights then split us up but putting us on different flights that land in different airports. Then they have the audacity to tell him to pay $4000 for him to be on the 11PM when they could've just put me on the 7:30AM which was confirmed. They could have even put us on the next Air China flight after that. My husband ended up purchasing completely new flights with EVA which was $2800 compared to the $2500 round trip with Air China! It's now 7/25 and I've been on the phone with Chase for almost 4.5 hours because the supervisor is trying to get Air China to give us a refund. Rather than admitting their fault and giving us the credit owed, they are trying to contest it.  We, the passengers, mean nothing to them.",New York to Bangkok via Beijing,1,1,air-china,They just don't care,Couple Leisure,Trip Verified,1,1,ce200042-4e8f-4ed8-a6a8-236d4967ade6
Boeing 777-300,Air China,First Class,Jun-19,19th June 2019,3,5,4,China,10,yes,"Paris CDG to Beijing with Air China. First time flying First Class ever and the experience was just perfect. It was an evening flight and I hadn't been eating all day so the minute I stepped onto the plane I asked if they had cup noodles on board. The flight attendant immediately offered to make me one before the plane took off. So I ended up eating the best convenient noodles I've had. Other than that the service was overall very attentive and prompt. Also I really enjoyed the wine, both red and white. One thing I'd like to note is that the movie selection was quite narrow and not updated frequently (basically the same from the May selection).",Paris CDG to Beijing,5,5,air-china,the experience was just perfect,Solo Leisure,Trip Verified,4,0,182bbb6b-f0b3-43cd-9144-fbbee3e6322a
,Air Canada rouge,Economy Class,Nov-19,31st May 2020,3,3,2,Canada,2,no,"I make a round trip flight to South America at least 2x per year. When AC Rouge first started, I loved flying with them. Then they upgraded their planes with thinner seats and less recline, (unfortunately most airlines have made this upgrade).  I find it rather ironic that they did this, when every study on air rage, shows that more comfort (aka more leg room and seat recline), reduces stress and air rage. So they did the exact opposite of what every study said they should do. So not only have they made a long haul flight, less comfort able, the prices have also been steadily creeping upwards, (I used to buy first class for what you now pay in premium economy). As a whole, the cabin crew has always been great to me, but you always get the odd one who may be having a bad day and are a bit more abrasive. When Rouge first started flying, I never had an issue with missing or delayed baggage. The last 4 flights I have had missing/delayed bags. In summery, AC Rouge is a typical low cost carrier that cuts costs where they can. They used to be exceptional, but now they are below average.",Toronto to Lima,1,4,air-canada-rouge,I have had missing/delayed bags,Solo Leisure,Not Verified,1,3,956b35a1-2d58-40eb-b4d6-a3a55d57c854
Boeing 767-300,Air Canada rouge,Economy Class,Feb-20,27th April 2020,0,2,4,UnitedKingdom,7,yes,"We were on holiday visiting both Toronto and Las Vegas. It's not often you get to fly on a 767 in Europe anymore and I was looking forward to this trip on one even though I know they are showing their age. The airport in Toronto was efficient and relatively quiet and it was good that we could do the US immigration pre-clearance there. Boarding was quite fast given the number of people. But after we boarded the cabin crew had to work very hard to find hold space for all of the carry-on bags which led to frustrated passengers and the plane was uncomfortably hot while all this was going on. The 767 did look old and a bit tatty but actually my seat was comfortably and I nodded off and before long we were in Vegas. I thought the flight was good value for money given the distance we were covering - nearly 2,000 miles I think. Baggage arrived quickly in Vegas airport too.",Toronto to Las Vegas,4,4,air-canada-rouge,good value for money,Couple Leisure,Trip Verified,5,0,97a44c09-25b9-4b58-ad30-838a8f2b36af
